200 PA4-E-Debug-sidOutput.txt
-30.55	9.49	-21.33		-30.51	9.40	-21.35	0.104
-3.49	-23.26	-32.88		-3.48	-23.28	-32.88	0.028
-8.08	8.18	-13.00		-8.08	8.17	-13.00	0.013
-5.96	-24.94	-34.52		-5.96	-24.93	-34.52	0.003
-32.46	-7.41	-8.23		-32.46	-7.42	-8.26	0.025
27.31	5.20	27.10		27.27	5.20	27.08	0.051
-11.38	-3.07	11.52		-11.49	-3.15	11.58	0.146
9.90	25.23	14.02		9.89	25.16	14.00	0.071
-29.00	-21.29	-8.06		-29.02	-21.31	-8.02	0.042
-9.01	2.61	24.57		-9.06	2.60	24.59	0.055
-29.68	7.44	-36.07		-29.70	7.49	-36.09	0.059
-22.58	9.48	-18.00		-22.58	9.42	-18.07	0.095
20.58	-0.35	49.71		20.64	-0.37	49.72	0.065
0.81	-8.10	-28.06		0.84	-8.09	-28.08	0.032
37.25	-2.00	4.12		37.23	-1.98	4.12	0.033
-22.78	-17.63	-6.30		-22.78	-17.63	-6.27	0.027
33.47	8.87	-23.49		33.43	8.87	-23.47	0.041
-38.41	-22.42	-18.20		-38.35	-22.38	-18.22	0.074
-25.59	-1.44	-46.81		-25.60	-1.43	-46.84	0.026
15.77	-6.47	21.22		15.81	-6.73	21.25	0.265
-19.95	-13.19	-4.84		-19.96	-13.20	-4.82	0.022
18.61	-1.53	58.25		18.54	-1.47	58.24	0.098
-25.71	-0.46	-46.19		-25.72	-0.44	-46.22	0.032
4.43	12.48	63.20		4.43	12.48	63.19	0.014
38.21	-0.27	2.62		38.21	-0.27	2.62	0.002
34.01	-3.82	10.38		34.01	-3.83	10.38	0.010
-5.81	-0.39	40.51		-6.02	-0.45	40.52	0.220
-6.81	19.51	14.06		-6.88	19.62	13.95	0.172
-6.39	20.91	14.60		-6.31	20.79	14.73	0.196
35.60	11.67	-14.67		35.59	11.67	-14.67	0.012
6.28	17.81	62.80		6.30	17.90	62.87	0.116
11.88	21.76	45.57		11.92	21.63	45.56	0.140
-37.70	-11.42	-42.59		-37.62	-11.43	-42.55	0.087
-11.15	21.97	18.62		-11.12	21.94	18.67	0.064
5.38	-8.37	22.68		5.35	-8.27	22.67	0.096
-25.78	-29.63	-37.09		-25.76	-29.55	-37.05	0.088
5.88	23.82	3.92		5.93	23.74	3.94	0.097
-10.73	-14.67	-46.28		-10.72	-14.68	-46.31	0.033
-5.63	-22.63	-37.24		-5.56	-22.69	-37.30	0.106
9.69	-15.17	-13.90		9.72	-15.37	-13.95	0.214
13.95	6.71	62.98		13.95	6.71	63.02	0.042
-35.03	3.92	-15.98		-35.10	3.98	-15.87	0.143
14.08	-6.87	21.57		14.09	-6.94	21.58	0.074
33.28	-6.01	-3.68		33.18	-5.94	-3.68	0.126
7.91	20.48	45.75		7.89	20.63	45.76	0.149
20.04	25.45	6.91		20.06	25.48	6.92	0.030
-14.58	-24.75	-42.62		-14.59	-24.72	-42.58	0.052
21.32	15.95	39.82		21.39	15.99	39.83	0.086
-24.57	0.76	-45.82		-24.56	0.75	-45.81	0.014
36.88	-1.55	-2.33		36.93	-1.61	-2.32	0.080
39.86	7.66	-3.70		39.81	7.64	-3.69	0.056
-8.93	9.22	5.49		-8.88	9.19	5.50	0.057
-24.40	-8.00	-6.07		-24.40	-8.00	-6.09	0.021
-13.96	5.23	-8.28		-13.95	5.23	-8.28	0.004
2.84	18.57	2.14		2.88	18.54	2.15	0.042
-9.46	-4.43	14.28		-9.53	-4.46	14.29	0.074
-25.04	-0.06	-11.35		-25.03	-0.08	-11.37	0.027
-6.75	1.40	36.30		-6.75	1.40	36.30	0.001
28.39	-7.75	7.02		28.37	-7.70	7.00	0.059
18.43	-12.71	-18.72		18.43	-12.71	-18.73	0.010
21.65	8.79	56.39		21.75	8.80	56.40	0.097
36.18	-3.41	-9.86		36.12	-3.36	-9.88	0.084
13.62	-10.79	-20.17		13.61	-10.62	-20.01	0.231
-4.53	-4.46	37.73		-4.45	-4.38	37.71	0.120
-39.38	-14.67	-13.74		-39.36	-14.66	-13.76	0.028
9.90	22.74	29.91		9.90	22.63	29.89	0.119
-3.26	-14.47	-39.68		-3.30	-14.47	-39.65	0.054
-1.50	-5.52	50.51		-1.50	-5.52	50.51	0.002
34.37	-3.14	10.55		34.40	-3.16	10.57	0.037
-7.81	-10.67	4.65		-7.79	-10.64	4.63	0.039
-26.10	-28.69	-14.48		-26.12	-28.77	-14.45	0.088
0.51	10.85	-7.96		0.52	10.82	-7.95	0.029
20.04	0.41	-24.44		20.05	0.41	-24.43	0.020
-4.98	-2.38	62.24		-5.00	-2.40	62.24	0.033
1.30	-3.88	-26.19		1.28	-3.89	-26.17	0.029
-43.11	-9.68	-20.16		-43.09	-9.68	-20.16	0.028
25.48	16.12	-27.68		25.46	16.10	-27.65	0.031
-40.32	-1.24	-17.58		-40.32	-1.23	-17.58	0.008
3.50	18.98	56.27		3.54	18.86	56.26	0.121
25.43	5.94	34.08		25.42	5.94	34.08	0.004
-7.06	6.78	50.15		-7.00	6.77	50.15	0.059
14.69	-17.39	-9.42		14.72	-17.27	-9.39	0.126
28.70	0.69	21.08		28.60	0.73	21.04	0.112
-38.83	-21.17	-17.47		-38.83	-21.17	-17.47	0.005
23.81	4.49	-29.89		23.79	4.46	-29.98	0.088
-8.91	7.58	30.81		-8.92	7.56	30.81	0.021
-14.06	10.81	-21.66		-13.47	10.61	-21.67	0.626
-34.10	-5.17	-44.31		-34.10	-5.17	-44.31	0.001
-1.04	-10.28	16.19		-1.04	-10.27	16.19	0.017
9.89	8.39	63.02		9.89	8.38	63.05	0.023
-11.95	9.62	16.65		-11.84	9.64	16.67	0.114
-29.87	-29.41	-18.48		-29.86	-29.40	-18.48	0.006
8.13	-6.93	30.17		8.12	-6.91	30.17	0.021
-22.26	8.84	-37.55		-22.26	8.87	-37.58	0.044
-43.08	-16.12	-26.27		-43.09	-16.12	-26.27	0.011
9.14	21.87	-7.36		9.09	21.92	-7.38	0.074
