200 PA4-J-Unknown-sidOutput.txt
18.41	-10.10	6.24		18.40	-10.07	6.23	0.038
-1.02	1.30	-25.21		-1.05	1.29	-25.19	0.033
27.98	22.22	-11.50		28.03	22.30	-11.50	0.089
-6.62	2.34	48.02		-6.57	2.35	48.02	0.054
34.07	1.34	13.09		34.14	1.34	13.14	0.091
1.08	10.32	-9.40		1.04	10.41	-9.43	0.101
14.27	-16.32	-12.05		14.28	-16.29	-12.04	0.038
34.82	15.23	-13.00		34.78	15.21	-13.00	0.036
-39.96	-13.40	-36.56		-39.92	-13.40	-36.56	0.042
21.15	4.63	-28.43		21.13	4.62	-28.45	0.032
25.46	14.12	26.25		25.47	14.14	26.20	0.052
19.97	22.56	-26.50		19.98	22.58	-26.52	0.034
31.59	12.92	13.67		31.57	12.92	13.66	0.013
9.60	-14.70	-16.34		9.60	-14.71	-16.35	0.017
35.59	7.87	-18.81		35.61	7.87	-18.82	0.019
38.32	5.61	8.07		38.33	5.61	8.09	0.021
-12.28	10.11	-21.32		-12.29	10.07	-21.33	0.035
2.50	-13.19	0.11		2.49	-13.26	0.12	0.072
15.13	-4.33	60.73		15.18	-4.41	60.73	0.100
-43.07	-13.36	-21.60		-43.06	-13.36	-21.60	0.011
-24.66	-32.06	-21.62		-24.67	-32.13	-21.60	0.071
19.25	24.80	10.88		19.21	24.69	10.85	0.120
-39.92	-11.23	-34.75		-39.95	-11.24	-34.74	0.031
-7.11	13.45	9.65		-7.09	13.43	9.67	0.034
12.21	-6.45	30.16		12.21	-6.41	30.16	0.040
-22.21	12.07	-25.34		-22.21	12.13	-25.33	0.062
-8.84	-29.08	-25.47		-8.85	-29.07	-25.47	0.019
8.83	19.93	59.93		8.83	19.90	59.90	0.047
3.37	-15.76	-22.10		3.49	-15.83	-22.15	0.145
-5.99	-18.31	-8.29		-6.00	-18.28	-8.31	0.038
39.46	3.51	3.91		39.55	3.50	3.92	0.093
11.56	14.74	63.06		11.56	14.74	63.11	0.055
-34.44	-0.04	-41.54		-34.46	-0.03	-41.56	0.027
0.39	4.02	-22.31		0.39	4.01	-22.31	0.005
-6.46	-1.27	36.15		-6.30	-1.24	36.13	0.164
2.47	-4.27	63.44		2.47	-4.27	63.45	0.004
10.97	-12.72	-18.56		11.00	-12.79	-18.62	0.097
12.51	17.12	-28.67		12.49	17.12	-28.68	0.024
22.60	13.98	40.24		22.53	13.95	40.23	0.071
-43.00	-10.48	-27.94		-43.10	-10.53	-28.00	0.127
-22.60	-1.78	-47.31		-22.59	-1.75	-47.39	0.089
-6.04	24.61	28.14		-6.01	24.74	28.17	0.137
29.14	-6.29	10.93		29.11	-6.21	10.90	0.085
-33.18	5.10	-37.52		-33.11	5.04	-37.45	0.118
25.28	11.78	30.18		25.39	11.82	30.21	0.122
-4.13	20.98	38.28		-4.10	20.77	38.19	0.238
25.53	14.75	25.06		25.54	14.75	25.06	0.012
-32.38	0.47	-42.38		-32.36	0.45	-42.35	0.040
-30.95	7.45	-16.88		-30.91	7.40	-16.90	0.064
12.37	-0.43	-21.39		12.37	-0.39	-21.47	0.083
15.27	-12.95	3.30		15.25	-12.90	3.28	0.053
-21.10	-14.71	-5.63		-21.10	-14.71	-5.63	0.001
13.09	-14.97	1.04		13.08	-14.94	1.03	0.035
4.00	0.18	-22.66		3.99	0.17	-22.64	0.025
-25.09	11.81	-25.49		-25.09	11.80	-25.49	0.007
-11.80	5.85	5.52		-11.88	5.90	5.53	0.102
-8.06	19.32	14.35		-8.04	19.30	14.39	0.047
5.53	-15.74	-6.31		5.53	-15.75	-6.31	0.007
0.73	-7.58	31.71		0.73	-7.56	31.71	0.022
-16.32	17.40	23.86		-16.31	17.39	23.86	0.013
-32.41	-2.84	-44.26		-32.39	-2.85	-44.22	0.040
-8.80	-27.13	-35.30		-8.81	-27.13	-35.30	0.009
14.99	23.23	23.50		14.99	23.22	23.50	0.011
12.60	-10.55	8.50		12.65	-10.77	8.58	0.236
27.80	5.84	26.14		27.65	5.85	26.09	0.164
-15.87	-5.95	1.96		-15.84	-5.94	1.94	0.030
23.76	14.04	34.03		23.65	13.98	34.00	0.130
-15.86	-13.87	-48.47		-15.86	-13.87	-48.47	0.004
2.85	-7.37	30.30		2.87	-7.54	30.31	0.178
-2.33	-9.89	17.23		-2.35	-9.95	17.24	0.070
-12.15	-23.59	-42.71		-12.15	-23.60	-42.71	0.004
25.26	24.02	-10.42		25.22	23.91	-10.42	0.119
36.96	9.14	8.69		36.89	9.11	8.62	0.102
11.13	-3.77	63.35		11.13	-3.77	63.33	0.023
3.76	-7.18	52.87		3.76	-7.13	52.88	0.058
-42.41	-13.25	-18.82		-42.34	-13.23	-18.84	0.076
21.56	18.07	-28.99		21.51	18.01	-28.90	0.122
-43.46	-8.62	-21.38		-43.45	-8.62	-21.38	0.008
0.93	1.37	63.43		0.93	1.37	63.46	0.029
-6.33	10.44	60.15		-6.17	10.36	60.15	0.178
34.74	-4.91	-17.26		34.72	-4.89	-17.25	0.029
-7.24	7.40	40.53		-7.22	7.40	40.53	0.020
12.33	8.61	63.02		12.33	8.61	63.04	0.017
4.24	-7.94	25.37		4.26	-8.07	25.39	0.130
22.52	14.97	35.99		22.59	15.00	36.01	0.075
-5.06	-2.23	51.07		-5.02	-2.21	51.06	0.054
27.03	5.11	27.64		27.08	5.11	27.65	0.053
-17.06	-21.18	-45.79		-17.06	-21.19	-45.80	0.011
-33.82	-9.89	-7.66		-33.82	-9.89	-7.67	0.010
-23.72	10.24	-35.17		-23.73	10.26	-35.17	0.028
26.05	7.03	-30.24		26.05	7.03	-30.23	0.006
-13.54	9.11	-34.72		-13.55	9.10	-34.72	0.014
-28.49	-31.58	-28.11		-28.43	-31.44	-28.10	0.157
-31.34	-28.47	-34.67		-31.36	-28.52	-34.69	0.060
-0.02	19.86	42.67		-0.06	19.97	42.68	0.121
15.36	27.08	-3.77		15.37	26.95	-3.74	0.130
