200 PA4-J-Unknown-myOutput.txt
18.41	-10.10	6.25		18.40	-10.07	6.23	0.039
-1.02	1.30	-25.21		-1.05	1.29	-25.19	0.033
27.98	22.22	-11.50		28.03	22.30	-11.50	0.089
-6.62	2.34	48.02		-6.57	2.34	48.02	0.055
34.07	1.34	13.09		34.14	1.34	13.14	0.090
1.08	10.32	-9.39		1.04	10.41	-9.43	0.102
14.27	-16.32	-12.05		14.28	-16.29	-12.04	0.038
34.82	15.23	-13.00		34.79	15.21	-12.99	0.035
-39.96	-13.40	-36.56		-39.92	-13.40	-36.56	0.041
21.15	4.63	-28.42		21.13	4.62	-28.45	0.033
25.45	14.12	26.25		25.46	14.13	26.25	0.011
19.97	22.56	-26.50		19.98	22.58	-26.52	0.035
31.58	12.92	13.67		31.57	12.92	13.66	0.014
9.60	-14.70	-16.34		9.60	-14.71	-16.35	0.018
35.59	7.87	-18.81		35.61	7.87	-18.82	0.019
38.32	5.61	8.08		38.33	5.61	8.09	0.020
-12.28	10.11	-21.32		-12.29	10.07	-21.32	0.036
2.50	-13.19	0.11		2.49	-13.26	0.12	0.071
15.13	-4.33	60.73		15.18	-4.41	60.73	0.099
-43.07	-13.36	-21.60		-43.06	-13.36	-21.60	0.010
-24.66	-32.06	-21.62		-24.67	-32.13	-21.60	0.071
19.25	24.80	10.88		19.21	24.69	10.86	0.120
-39.92	-11.23	-34.75		-39.95	-11.24	-34.74	0.031
-7.11	13.45	9.65		-7.09	13.43	9.67	0.034
12.21	-6.45	30.16		12.21	-6.41	30.16	0.041
-22.21	12.07	-25.34		-22.21	12.13	-25.33	0.062
-8.84	-29.08	-25.47		-8.85	-29.07	-25.47	0.019
8.83	19.93	59.93		8.83	19.90	59.90	0.047
3.37	-15.76	-22.10		3.49	-15.83	-22.15	0.145
-5.99	-18.31	-8.29		-6.00	-18.28	-8.31	0.039
39.46	3.51	3.92		39.55	3.50	3.92	0.093
11.56	14.74	63.06		11.56	14.74	63.11	0.053
-34.44	-0.04	-41.54		-34.46	-0.02	-41.56	0.028
0.39	4.02	-22.31		0.39	4.01	-22.31	0.005
-6.46	-1.27	36.15		-6.30	-1.24	36.13	0.165
2.47	-4.27	63.44		2.47	-4.27	63.45	0.003
10.97	-12.72	-18.56		11.00	-12.79	-18.62	0.098
12.51	17.12	-28.67		12.49	17.12	-28.67	0.025
22.60	13.98	40.24		22.53	13.95	40.23	0.070
-43.00	-10.48	-27.94		-43.10	-10.53	-28.00	0.128
-22.60	-1.78	-47.30		-22.59	-1.75	-47.39	0.089
-6.04	24.61	28.14		-6.01	24.74	28.17	0.137
29.14	-6.29	10.93		29.11	-6.21	10.90	0.086
-33.17	5.10	-37.52		-33.11	5.04	-37.45	0.117
25.28	11.78	30.18		25.39	11.82	30.21	0.123
-4.13	20.98	38.28		-4.10	20.77	38.19	0.238
25.53	14.75	25.06		25.54	14.75	25.06	0.012
-32.37	0.47	-42.38		-32.36	0.45	-42.35	0.040
-30.95	7.45	-16.88		-30.91	7.40	-16.90	0.064
12.37	-0.43	-21.39		12.37	-0.39	-21.47	0.085
15.27	-12.95	3.30		15.25	-12.90	3.28	0.054
-21.10	-14.71	-5.63		-21.10	-14.71	-5.63	0.002
13.09	-14.97	1.05		13.08	-14.94	1.03	0.035
4.00	0.18	-22.66		3.99	0.17	-22.64	0.024
-25.09	11.81	-25.49		-25.09	11.80	-25.49	0.007
-11.80	5.85	5.52		-11.88	5.90	5.53	0.102
-8.06	19.32	14.35		-8.04	19.30	14.39	0.046
5.53	-15.74	-6.31		5.53	-15.75	-6.31	0.006
0.73	-7.58	31.72		0.72	-7.56	31.71	0.023
-16.32	17.40	23.86		-16.31	17.39	23.87	0.013
-32.41	-2.84	-44.25		-32.39	-2.85	-44.22	0.039
-8.80	-27.13	-35.30		-8.81	-27.13	-35.30	0.008
14.99	23.23	23.51		14.99	23.22	23.50	0.010
12.60	-10.55	8.50		12.65	-10.77	8.58	0.235
27.80	5.84	26.15		27.65	5.85	26.10	0.164
-15.87	-5.95	1.96		-15.84	-5.94	1.94	0.031
23.76	14.04	34.03		23.65	13.98	34.00	0.129
-15.86	-13.87	-48.47		-15.86	-13.87	-48.47	0.004
2.85	-7.37	30.31		2.87	-7.54	30.31	0.177
-2.33	-9.89	17.23		-2.35	-9.95	17.24	0.069
-12.15	-23.59	-42.71		-12.15	-23.60	-42.71	0.004
25.26	24.02	-10.42		25.22	23.91	-10.42	0.119
36.96	9.14	8.69		36.89	9.11	8.62	0.103
11.13	-3.77	63.35		11.13	-3.77	63.33	0.025
3.75	-7.18	52.87		3.76	-7.13	52.88	0.059
